raw_database_id,cardName,status,price,isLegacy,pokedexNumber,imageUrl,possessions,type,cardNumber,rarity,series,createdAt
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10P-084.png,,,S10P-084,HR,s10P -「스페이스 저글러」,
,,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_054.png,,포켓몬,SM6b-054,SR,sm6b -「챔피언로드」,
,네르케,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_350.png,,서포트,SV4a-350,SAR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_226.png,,,SM8b-226,SSR,sm8b -「울트라샤이니」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-201.png,,,M2a-201,AR,m2a -「메가드림」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_104.png,,,SV11B-104,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_358.png,,,SV4a-358,UR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-086.png,,,S11a-086,HR,s11a -「백열의 아르카나」,
,미모사,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_104.png,,,SV1V-104,SAR,sv1V -「바이올렛 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_338.png,,,SV4a-338,AR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1A/SV1A_089.png,,,SV1a-089,SR,sv1a -「트리플렛비트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_357.png,,,SV4a-357,UR,sv4a -「샤이니트레저 ex」,
,블래키 Vmax,보유중,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/S/S8b/S8b_245.png,,포켓몬,S8b-245,CSR,s8b -「VMAX 클라이맥스」,
,피카츄 ex,보유중,0,,25,https://mtg-kr.com/cardimage/poketcgM2a-234.png,,포켓몬,M2a-234,SAR,m2a -「메가드림」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11-105.png,,,S11-105,SR,s11 -「로스트어비스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_142.png,,,SV11W-142,AR,sv11W -「화이트플레어」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_091.png,,,SV5K-091,SR,sv5K -「와일드포스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_164.png,,,SV11B-164,SR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_086.png,,,SV5M-086,SR,sv5M -「사이버저지」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_114.png,,,SV9-114,SR,sv9 -「배틀파트너즈」,
,하솔,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV8A/SV8A_232.png,,,SV8a-232,SAR,sv8a -「테라스탈 페스타 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_218.png,,,SM8b-218,SSR,sm8b -「울트라샤이니」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_339.png,,,SV4a-339,AR,sv4a -「샤이니트레저 ex」,
,금랑,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-256.png,,서포트,S8b-256,SR,s8b -「VMAX 클라이맥스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_109.png,,,SV11B-109,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_115.png,,,SV10-115,SR,sv10 -「로켓단의 영광」,
,유가나바 피카츄,등급카드,0,true,,,,,,PROMO,PROMO,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_077.png,,,SV3a-077,SR,sv3a -「레이징서프」,
,팽도리,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2-085.png,,,M2-085,AR,m2 -「인페르노X」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_191.png,,,SM8b-191,S,sm8b -「울트라샤이니」,
,이상해씨,보유중,0,true,1,https://mtg-kr.com/cardimage/poketcgSV2a-166.png,,포켓몬,SV2a-166,AR,sv2a -「포켓몬 카드 151」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_232.png,,,SM8b-232,SSR,sm8b -「울트라샤이니」,
,아르세우스 V,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS9-112.png,,,S9-112,SR,s9 -「스타버스」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-206.png,,,M2a-206,AR,m2a -「메가드림」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_064.png,,,SV9a-064,AR,sv9a -「열풍의 아레나」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_123.png,,,SV9-123,SR,sv9 -「배틀파트너즈」,
,가라르 썬더 V,미보유,0,,145,https://mtg-kr.com/cardimage/poketcgS8b-237.png,,포켓몬,S8b-237,CSR,s8b -「VMAX 클라이맥스」,
,신비록,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS9a-070.png,,,S9a-070,CHR,s9a -「배틀리전」,
,로즈레이드,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS9a-068.png,,포켓몬,S9a-068,CHR,s9a -「배틀리전」,
,모야모의 찌리배리 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_125.png,,,SV9-125,SAR,sv9 -「배틀파트너즈」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10P-082.png,,,S10P-082,HR,s10P -「스페이스 저글러」,
,윤진,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11a-083.png,,,S11a-083,SR,s11a -「백열의 아르카나」,
,레시라무&제크로무 GX,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSM11b-064.png,[object Object],포켓몬,SM11b-064,SR,sm11b -「드림리그」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_140.png,,,SV11W-140,AR,sv11W -「화이트플레어」,
,이슬의 고라파덕,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,,포켓몬,SV9a-071,AR,sv9a -「열풍의 아레나」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_110.png,,,SV11B-110,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_179.png,,,SM8b-179,S,sm8b -「울트라샤이니」,
,들눈해,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1V-080.png,,,SV1V-080,AR,sv1V -「바이올렛 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_067.png,,,SV9a-067,AR,sv9a -「열풍의 아레나」,
,블래키 GX,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_229.png,,포켓몬,SM8b-229,SSR,sm8b -「울트라샤이니」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS7r-068.png,,,S7r-068,SR,s7R -「창공스트림」,
,히스이의 동료들,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-250.png,,서포트,S12a-250,SR,s12a -「VSTAR 유니버스」,
,무우마직,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1a-083.png,,포켓몬,SV1a-083,AR,sv1a -「트리플렛비트」,
,화강돌,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-076.png,,,S10a-076,CHR,s10a -「다크판타스마」,
,가디안 ex,미보유,0,,282,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_101.png,,포켓몬,SV1S-101,SAR,sv1S -「스칼렛 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_069.png,,,SV3a-069,AR,sv3a -「레이징서프」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_152.png,,,SV11B-152,AR,sv11B -「블랙볼트」,
,연격 우라오스 V,미보유,0,,,https://mtg-kr.com/cardimage/poketcgS8b-240.png,,포켓몬,S8b-240,CSR,s8b -「VMAX 클라이맥스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_163.png,,,SM8b-163,S,sm8b -「울트라샤이니」,
,부스터 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS6a-073.png,,포켓몬,S6a-073,SR,s6a -「이브이 히어로즈」,
,리피아 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS6a-071.png,,포켓몬,S6a-071,SR,s6a -「이브이 히어로즈」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-099.png,,,S10a-099,,s10a -「다크판타스마」,
,모르페코,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV4K-076.png,,포켓몬,SV4K-076,AR,sv4K -「고대의 포효」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_123.png,,,SV11B-123,AR,sv11B -「블랙볼트」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-194.png,,,M2a-194,AR,m2a -「메가드림」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-083.png,,,M1S-083,SR,m1S -「메가 심포니아」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-074.png,,,M1S-074,AR,m1S -「메가 심포니아」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_100.png,,,SV11W-100,AR,sv11W -「화이트플레어」,
,그푸리,보유중,0,,,https://mtg-kr.com/cardimage/poketcgSV2P-072.png,,포켓몬,SV2P-072,AR,sv2P -「스노해저드」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_072.png,,,SV3a-072,AR,sv3a -「레이징서프」,
,가디안,보유중,0,,282,https://mtg-kr.com/cardimage/poketcgS11a-072.png,,포켓몬,S11a-072,CHR,s11a -「백열의 아르카나」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_110.png,,,SV6-110,AR,sv6 -「변환의 가면」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_337.png,,,SV4a-337,SSR,sv4a -「샤이니트레저 ex」,
,메가가디안 ex,미보유,0,true,282,https://mtg-kr.com/cardimage/poketcgM1S-092.png,,포켓몬,M1S-092,MUR,m1S -「메가 심포니아」,
,원규,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-239.png,,서포트,S12a-239,SAR,s12a -「VSTAR 유니버스」,
,제크로무,보유중,0,true,,%EC%8A%A4%ED%81%AC%EB%A6%B0%EC%83%B7_2025-11-15_013306.png,,포켓몬,S8a-P-21,없음,s8a-P -「25주년 프로모팩」,
,가라르 파이어,보유중,0,,146,https://mtg-kr.com/cardimage/poketcgS12a-190.png,,포켓몬,S12a-190,AR,s12a -「VSTAR 유니버스」,
,부스터 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS6a-072.png,,포켓몬,S6a-072,SR,s6a -「이브이 히어로즈」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_084.png,,,SV9a-084,SR,sv9a -「열풍의 아레나」,
,후딘 ex,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV4a-326.png,,,SV4a-326,SSR,sv4a -「샤이니트레저 ex」,
,테오키스 Vstar,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-223.png,,,S12a-223,SAR,s12a -「VSTAR 유니버스」,
,캐스퐁,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-211.png,,,S8b-211,CHR,s8b -「VMAX 클라이맥스」,
,그린의 전략,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_190.png,,서포트,SM12a-190,SR,sm12a -「TAG TEAM GX 태그올스타즈」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_100.png,,,SV10-100,AR,sv10 -「로켓단의 영광」,
,릴리에의 삐삐 ex,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_115.png,,,SV9-115,SR,sv9 -「배틀파트너즈」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-193.png,,,S8b-193,CHR,s8b -「VMAX 클라이맥스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_114.png,,,SV11W-114,AR,sv11W -「화이트플레어」,
,신오의 동료들,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-247.png,,서포트,S12a-247,SR,s12a -「VSTAR 유니버스」,
,레지기가스 Vstar,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-233.png,,포켓몬,S12a-233,SAR,s12a -「VSTAR 유니버스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_111.png,,,SV10-111,SR,sv10 -「로켓단의 영광」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_118.png,,,SV11B-118,AR,sv11B -「블랙볼트」,
,바랜드,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_061.png,,포켓몬,SM11b-061,CHR,sm11b -「드림리그」,
,파라솔 아가씨,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_084.png,,,SV3a-084,SR,sv3a -「레이징서프」,
,제라오라 Vmax,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-219.png,,포켓몬,S12a-219,SAR,s12a -「VSTAR 유니버스」,
,피죤투 ex,보유중,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_136.png,,포켓몬,SV3-136,SAR,sv3 - 「흑염의 지배자」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_069.png,,,SV9a-069,AR,sv9a -「열풍의 아레나」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2-109.png,,,M2-109,SR,m2 -「인페르노X」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10a-085.png,,,S10a-085,,s10a -「다크판타스마」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_159.png,,,SV11W-159,SR,sv11W -「화이트플레어」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_163.png,,,SV11B-163,SR,sv11B -「블랙볼트」,
,파비코리 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_090.png,,,SV4M-090,SAR,sv4M -「미래의 일섬」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_126.png,,,SV11W-126,AR,sv11W -「화이트플레어」,
,때때무노,보유중,0,,,https://mtg-kr.com/cardimage/poketcgSV7a-072.png,,포켓몬,SV7a-072,AR,sv7a -「낙원드래고나」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_189.png,,,SM8b-189,S,sm8b -「울트라샤이니」,
,조로아크 GX,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_231.png,,포켓몬,SM8b-231,SSR,sm8b -「울트라샤이니」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_087.png,,,SV5M-087,SR,sv5M -「사이버저지」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_082.png,,,SV9a-082,SR,sv9a -「열풍의 아레나」,
,모야모,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_353.png,,서포트,SV4a-353,SAR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_093.png,,,SV1S-093,SR,sv1S -「스칼렛 ex」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_107.png,,,SV7-107,AR,sv7 -「스텔라미라클」,
,파비코,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-202.png,,,S12a-202,AR,s12a -「VSTAR 유니버스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-255.png,,,S12a-255,SR,s12a -「VSTAR 유니버스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_224.png,,,SM8b-224,SSR,sm8b -「울트라샤이니」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgSV1S-108.png,,,SV1S-108,UR,sv1S -「스칼렛 ex」,
,춤추새,보유중,0,,741,https://mtg-kr.com/cardimage/poketcgS12a-176.png,,포켓몬,S12a-176,AR,s12a -「VSTAR 유니버스」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgM2-097.png,,,M2-097,SR,m2 -「인페르노X」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_173.png,,,SM8b-173,S,sm8b -「울트라샤이니」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_085.png,,,SV4M-085,SR,sv4M -「미래의 일섬」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_078.png,,,SV6a-078,SR,sv6a -「나이트원더러」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM1S-064.png,,,M1S-064,AR,m1S -「메가 심포니아」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_181.png,,,SM8b-181,S,sm8b -「울트라샤이니」,
,팔데아의 학생,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_345.png,,서포트,SV4a-345,SR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-117.png,,,S9-117,HR,s9 -「스타버스」,
,가라르 파이어 V,미보유,0,,146,https://mtg-kr.com/cardimage/poketcgS8b-242.png,,포켓몬,S8b-242,CSR,s8b -「VMAX 클라이맥스」,
,피카츄,미보유,0,,0025,https://mtg-kr.com/cardimage/poketcgSM11b-054.png,,포켓몬,SM11b-054,CHR,sm11b -「드림리그」,
,지가르데 GX,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_225.png,,포켓몬,SM8b-225,SSR,sm8b -「울트라샤이니」,
,오리진 펄기아 Vstar,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-259.png,,,S12a-259,UR,s12a -「VSTAR 유니버스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_187.png,,,SM8b-187,S,sm8b -「울트라샤이니」,
,,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_055.png,,포켓몬,SM10b-055,SR,sm10b -「스카이레전드」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_192.png,,,SV2a-192,SR,sv2a -「포켓몬 카드 151」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_058.png,,서포트,SM6a-058,SR,sm6a -「드래곤스톰」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_079.png,,,SV5K-079,AR,sv5K -「와일드포스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_135.png,,,SV11W-135,AR,sv11W -「화이트플레어」,
,메가가디안 ex,미보유,0,true,282,https://mtg-kr.com/cardimage/poketcgM1S-087.png,,포켓몬,M1S-087,SAR,m1S -「메가 심포니아」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_105.png,,,SV11B-105,AR,sv11B -「블랙볼트」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS11-103.png,,,S11-103,SR,s11 -「로스트어비스」,
,,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_054.png,,포켓몬,SM6a-054,SR,sm6a -「드래곤스톰」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS9-127.png,,,S9-127,UR,s9 -「스타버스」,
,팔데아의 동료들,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgSV8a-198.png,,,SV8a-198,SR,sv8a -「테라스탈 페스타 ex」,
,레시라무,보유중,0,,,https://k-tcgpanda.com/cardimg/S/S8a-P/%EB%A0%88%EC%8B%9C%EB%9D%BC%EB%AC%B4_S8a-P_016_KOR.jpg,,포켓몬,S8a-P-20,없음,s8a-P -「25주년 프로모팩」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgMC-757.png,,,MC-757,없음,MC - MEGA「스타트 덱 100 배틀컬렉션」,
,총지엔 ex,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_092.png,,,SV2P-092,SAR,sv2P -「스노해저드」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-201.png,,,S8b-201,CHR,s8b -「VMAX 클라이맥스」,
,코라이돈 ex,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1S-103.png,,,SV1S-103,SAR,sv1S -「스칼렛 ex」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM1L-073.png,,,M1L-073,AR,m1L -「메가 브레이브」,
,리자몽ex,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV-P/SV-P_163.png,,포켓몬,SV-P-163,PROMO,PROMO,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_098.png,,,SV5K-098,UR,sv5K -「와일드포스」,
,이수재의 전송,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_199.png,,,SV2a-199,SR,sv2a -「포켓몬 카드 151」,
,네르케,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV4a-342.png,,서포트,SV4a-342,SR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_129.png,,,SV3-129,SR,sv3 - 「흑염의 지배자」,
,갑주무사 ex,미보유,0,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_088.png,,포켓몬,SV4K-088,SAR,sv4K -「고대의 포효」,
,주혜,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS10P-079.png,,서포트,S10P-079,SR,s10P -「스페이스 저글러」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_094.png,,,SV1V-094,SR,sv1V -「바이올렛 ex」,
,샤미드 ex,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV8a-205.png,,,SV8a-205,SAR,sv8a -「테라스탈 페스타 ex」,
,자크로,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-241.png,,서포트,S12a-241,SAR,s12a -「VSTAR 유니버스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_075.png,,,SV5M-075,AR,sv5M -「사이버저지」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_208.png,,,SM8b-208,SSR,sm8b -「울트라샤이니」,
,가라르 나이킹 V,보유중,0,,,https://mtg-kr.com/cardimage/poketcgS11-109.png,,포켓몬,S11-109,SR,s11 -「로스트어비스」,
,스쿨보이,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS7r-078.png,,,S7r-078,SR,s7R -「창공스트림」,
,뽀삐,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_137.png,,,SV3-137,SAR,sv3 - 「흑염의 지배자」,
,트로피우스,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgSV1a-074.png,,,SV1a-074,AR,sv1a -「트리플렛비트」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_082.png,,,SV4M-082,SR,sv4M -「미래의 일섬」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_099.png,,서포트,SV1S-099,SR,sv1S -「스칼렛 ex」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_332.png,,,SV4a-332,SSR,sv4a -「샤이니트레저 ex」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS12a-257.png,,,S12a-257,SR,s12a -「VSTAR 유니버스」,
,로켓단의 비주기,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_121.png,,포켓몬,SV10-121,SR,sv10 -「로켓단의 영광」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_089.png,,,SV2P-089,SR,sv2P -「스노해저드」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_165.png,,,SV11W-165,SR,sv11W -「화이트플레어」,
,다태우지네 V,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-218.png,,,S8b-218,CSR,s8b -「VMAX 클라이맥스」,
,,보유중,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_081.png,,,SV5K-081,AR,sv5K -「와일드포스」,
,,미보유,0,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_091.png,,,SV9a-091,UR,sv9a -「열풍의 아레나」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgS8b-263.png,,서포트,S8b-263,SR,s8b -「VMAX 클라이맥스」,
,,보유중,0,true,,https://mtg-kr.com/cardimage/poketcgM2a-196.png,,,M2a-196,AR,m2a -「메가드림」,
,고라파덕,보유중,0,,,https://mtg-kr.com/cardimage/poketcgM2a-199.png,,포켓몬,M2a-199,AR,m2a -「메가드림」,
,,미보유,0,true,,https://mtg-kr.com/cardimage/poketcgSV7a-079.png,,,SV7a-079,SR,sv7a -「낙원드래고나」,
