raw_database_id,pokedexNumber,isLegacy,cardName,imageUrl,type,possessions,status,series,cardNumber,rarity,createdAt,price
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_179.png,,,미보유,sm8b -「울트라샤이니」,SM8b-179,S,,0
,,true,들눈해,https://mtg-kr.com/cardimage/poketcgSV1V-080.png,,,보유중,sv1V -「바이올렛 ex」,SV1V-080,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_067.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-067,AR,,0
,,,블래키 GX,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_229.png,포켓몬,,미보유,sm8b -「울트라샤이니」,SM8b-229,SSR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS7r-068.png,,,미보유,s7R -「창공스트림」,S7r-068,SR,,0
,,true,히스이의 동료들,https://mtg-kr.com/cardimage/poketcgS12a-250.png,서포트,,보유중,s12a -「VSTAR 유니버스」,S12a-250,SR,,0
,,true,무우마직,https://mtg-kr.com/cardimage/poketcgSV1a-083.png,포켓몬,,보유중,sv1a -「트리플렛비트」,SV1a-083,AR,,0
,,true,화강돌,https://mtg-kr.com/cardimage/poketcgS10a-076.png,,,보유중,s10a -「다크판타스마」,S10a-076,CHR,,0
,282,,가디안 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_101.png,포켓몬,,미보유,sv1S -「스칼렛 ex」,SV1S-101,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_069.png,,,보유중,sv3a -「레이징서프」,SV3a-069,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_152.png,,,보유중,sv11B -「블랙볼트」,SV11B-152,AR,,0
,,,연격 우라오스 V,https://mtg-kr.com/cardimage/poketcgS8b-240.png,포켓몬,,미보유,s8b -「VMAX 클라이맥스」,S8b-240,CSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_163.png,,,미보유,sm8b -「울트라샤이니」,SM8b-163,S,,0
,,,부스터 V,https://mtg-kr.com/cardimage/poketcgS6a-073.png,포켓몬,,보유중,s6a -「이브이 히어로즈」,S6a-073,SR,,0
,,,리피아 V,https://mtg-kr.com/cardimage/poketcgS6a-071.png,포켓몬,,보유중,s6a -「이브이 히어로즈」,S6a-071,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10a-099.png,,,미보유,s10a -「다크판타스마」,S10a-099,,,0
,,true,모르페코,https://mtg-kr.com/cardimage/poketcgSV4K-076.png,포켓몬,,보유중,sv4K -「고대의 포효」,SV4K-076,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_123.png,,,보유중,sv11B -「블랙볼트」,SV11B-123,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-194.png,,,보유중,m2a -「메가드림」,M2a-194,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-083.png,,,미보유,m1S -「메가 심포니아」,M1S-083,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-074.png,,,보유중,m1S -「메가 심포니아」,M1S-074,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_100.png,,,보유중,sv11W -「화이트플레어」,SV11W-100,AR,,0
,,,그푸리,https://mtg-kr.com/cardimage/poketcgSV2P-072.png,포켓몬,,보유중,sv2P -「스노해저드」,SV2P-072,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_072.png,,,보유중,sv3a -「레이징서프」,SV3a-072,AR,,0
,282,,가디안,https://mtg-kr.com/cardimage/poketcgS11a-072.png,포켓몬,,보유중,s11a -「백열의 아르카나」,S11a-072,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_110.png,,,보유중,sv6 -「변환의 가면」,SV6-110,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_337.png,,,미보유,sv4a -「샤이니트레저 ex」,SV4a-337,SSR,,0
,282,true,메가가디안 ex,https://mtg-kr.com/cardimage/poketcgM1S-092.png,포켓몬,,미보유,m1S -「메가 심포니아」,M1S-092,MUR,,0
,,true,원규,https://mtg-kr.com/cardimage/poketcgS12a-239.png,서포트,,미보유,s12a -「VSTAR 유니버스」,S12a-239,SAR,,0
,,true,제크로무,%EC%8A%A4%ED%81%AC%EB%A6%B0%EC%83%B7_2025-11-15_013306.png,포켓몬,,보유중,s8a-P -「25주년 프로모팩」,S8a-P-21,없음,,0
,146,,가라르 파이어,https://mtg-kr.com/cardimage/poketcgS12a-190.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-190,AR,,0
,,,부스터 V,https://mtg-kr.com/cardimage/poketcgS6a-072.png,포켓몬,,보유중,s6a -「이브이 히어로즈」,S6a-072,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_084.png,,,미보유,sv9a -「열풍의 아레나」,SV9a-084,SR,,0
,,true,후딘 ex,https://mtg-kr.com/cardimage/poketcgSV4a-326.png,,,보유중,sv4a -「샤이니트레저 ex」,SV4a-326,SSR,,0
,,true,테오키스 Vstar,https://mtg-kr.com/cardimage/poketcgS12a-223.png,,,미보유,s12a -「VSTAR 유니버스」,S12a-223,SAR,,0
,,true,캐스퐁,https://mtg-kr.com/cardimage/poketcgS8b-211.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-211,CHR,,0
,,true,그린의 전략,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_190.png,서포트,,미보유,sm12a -「TAG TEAM GX 태그올스타즈」,SM12a-190,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_100.png,,,보유중,sv10 -「로켓단의 영광」,SV10-100,AR,,0
,,true,릴리에의 삐삐 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_115.png,,,보유중,sv9 -「배틀파트너즈」,SV9-115,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-193.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-193,CHR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_114.png,,,보유중,sv11W -「화이트플레어」,SV11W-114,AR,,0
,,true,신오의 동료들,https://mtg-kr.com/cardimage/poketcgS12a-247.png,서포트,,보유중,s12a -「VSTAR 유니버스」,S12a-247,SR,,0
,,true,레지기가스 Vstar,https://mtg-kr.com/cardimage/poketcgS12a-233.png,포켓몬,,미보유,s12a -「VSTAR 유니버스」,S12a-233,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_111.png,,,미보유,sv10 -「로켓단의 영광」,SV10-111,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_118.png,,,보유중,sv11B -「블랙볼트」,SV11B-118,AR,,0
,,true,바랜드,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_061.png,포켓몬,,미보유,sm11b -「드림리그」,SM11b-061,CHR,,0
,,true,파라솔 아가씨,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_084.png,,,미보유,sv3a -「레이징서프」,SV3a-084,SR,,0
,,true,제라오라 Vmax,https://mtg-kr.com/cardimage/poketcgS12a-219.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-219,SAR,,0
,,,피죤투 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_136.png,포켓몬,,보유중,sv3 - 「흑염의 지배자」,SV3-136,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_069.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-069,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-109.png,,,미보유,m2 -「인페르노X」,M2-109,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10a-085.png,,,미보유,s10a -「다크판타스마」,S10a-085,,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_159.png,,,보유중,sv11W -「화이트플레어」,SV11W-159,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_163.png,,,미보유,sv11B -「블랙볼트」,SV11B-163,SR,,0
,,true,파비코리 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_090.png,,,미보유,sv4M -「미래의 일섬」,SV4M-090,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_126.png,,,보유중,sv11W -「화이트플레어」,SV11W-126,AR,,0
,,,때때무노,https://mtg-kr.com/cardimage/poketcgSV7a-072.png,포켓몬,,보유중,sv7a -「낙원드래고나」,SV7a-072,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_189.png,,,미보유,sm8b -「울트라샤이니」,SM8b-189,S,,0
,,true,조로아크 GX,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_231.png,포켓몬,,보유중,sm8b -「울트라샤이니」,SM8b-231,SSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_087.png,,,미보유,sv5M -「사이버저지」,SV5M-087,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_082.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-082,SR,,0
,,true,모야모,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_353.png,서포트,,미보유,sv4a -「샤이니트레저 ex」,SV4a-353,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_093.png,,,미보유,sv1S -「스칼렛 ex」,SV1S-093,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_107.png,,,보유중,sv7 -「스텔라미라클」,SV7-107,AR,,0
,,true,파비코,https://mtg-kr.com/cardimage/poketcgS12a-202.png,,,보유중,s12a -「VSTAR 유니버스」,S12a-202,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS12a-255.png,,,미보유,s12a -「VSTAR 유니버스」,S12a-255,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_224.png,,,미보유,sm8b -「울트라샤이니」,SM8b-224,SSR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgSV1S-108.png,,,미보유,sv1S -「스칼렛 ex」,SV1S-108,UR,,0
,741,,춤추새,https://mtg-kr.com/cardimage/poketcgS12a-176.png,포켓몬,,보유중,s12a -「VSTAR 유니버스」,S12a-176,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2-097.png,,,미보유,m2 -「인페르노X」,M2-097,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_173.png,,,미보유,sm8b -「울트라샤이니」,SM8b-173,S,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_085.png,,,미보유,sv4M -「미래의 일섬」,SV4M-085,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_078.png,,,미보유,sv6a -「나이트원더러」,SV6a-078,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1S-064.png,,,보유중,m1S -「메가 심포니아」,M1S-064,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_181.png,,,미보유,sm8b -「울트라샤이니」,SM8b-181,S,,0
,,true,팔데아의 학생,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_345.png,서포트,,보유중,sv4a -「샤이니트레저 ex」,SV4a-345,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9-117.png,,,미보유,s9 -「스타버스」,S9-117,HR,,0
,146,,가라르 파이어 V,https://mtg-kr.com/cardimage/poketcgS8b-242.png,포켓몬,,미보유,s8b -「VMAX 클라이맥스」,S8b-242,CSR,,0
,0025,,피카츄,https://mtg-kr.com/cardimage/poketcgSM11b-054.png,포켓몬,,미보유,sm11b -「드림리그」,SM11b-054,CHR,,0
,,true,지가르데 GX,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_225.png,포켓몬,,보유중,sm8b -「울트라샤이니」,SM8b-225,SSR,,0
,,true,오리진 펄기아 Vstar,https://mtg-kr.com/cardimage/poketcgS12a-259.png,,,보유중,s12a -「VSTAR 유니버스」,S12a-259,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_187.png,,,미보유,sm8b -「울트라샤이니」,SM8b-187,S,,0
,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_055.png,포켓몬,,미보유,sm10b -「스카이레전드」,SM10b-055,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_192.png,,,미보유,sv2a -「포켓몬 카드 151」,SV2a-192,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_058.png,서포트,,보유중,sm6a -「드래곤스톰」,SM6a-058,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_079.png,,,보유중,sv5K -「와일드포스」,SV5K-079,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_135.png,,,보유중,sv11W -「화이트플레어」,SV11W-135,AR,,0
,282,true,메가가디안 ex,https://mtg-kr.com/cardimage/poketcgM1S-087.png,포켓몬,,미보유,m1S -「메가 심포니아」,M1S-087,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_105.png,,,보유중,sv11B -「블랙볼트」,SV11B-105,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS11-103.png,,,미보유,s11 -「로스트어비스」,S11-103,SR,,0
,,,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_054.png,포켓몬,,미보유,sm6a -「드래곤스톰」,SM6a-054,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS9-127.png,,,미보유,s9 -「스타버스」,S9-127,UR,,0
,,true,팔데아의 동료들,https://mtg-kr.com/cardimage/poketcgSV8a-198.png,,,미보유,sv8a -「테라스탈 페스타 ex」,SV8a-198,SR,,0
,,,레시라무,https://k-tcgpanda.com/cardimg/S/S8a-P/%EB%A0%88%EC%8B%9C%EB%9D%BC%EB%AC%B4_S8a-P_016_KOR.jpg,포켓몬,,보유중,s8a-P -「25주년 프로모팩」,S8a-P-20,없음,,0
,,true,,https://mtg-kr.com/cardimage/poketcgMC-757.png,,,미보유,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-757,없음,,0
,,true,총지엔 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_092.png,,,미보유,sv2P -「스노해저드」,SV2P-092,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-201.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-201,CHR,,0
,,true,코라이돈 ex,https://mtg-kr.com/cardimage/poketcgSV1S-103.png,,,보유중,sv1S -「스칼렛 ex」,SV1S-103,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM1L-073.png,,,보유중,m1L -「메가 브레이브」,M1L-073,AR,,0
,,true,리자몽ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV-P/SV-P_163.png,포켓몬,,보유중,PROMO,SV-P-163,PROMO,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_098.png,,,미보유,sv5K -「와일드포스」,SV5K-098,UR,,0
,,true,이수재의 전송,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_199.png,,,미보유,sv2a -「포켓몬 카드 151」,SV2a-199,SR,,0
,,true,네르케,https://mtg-kr.com/cardimage/poketcgSV4a-342.png,서포트,,보유중,sv4a -「샤이니트레저 ex」,SV4a-342,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_129.png,,,미보유,sv3 - 「흑염의 지배자」,SV3-129,SR,,0
,,,갑주무사 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_088.png,포켓몬,,미보유,sv4K -「고대의 포효」,SV4K-088,SAR,,0
,,true,주혜,https://mtg-kr.com/cardimage/poketcgS10P-079.png,서포트,,미보유,s10P -「스페이스 저글러」,S10P-079,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_094.png,,,보유중,sv1V -「바이올렛 ex」,SV1V-094,SR,,0
,,true,샤미드 ex,https://mtg-kr.com/cardimage/poketcgSV8a-205.png,,,보유중,sv8a -「테라스탈 페스타 ex」,SV8a-205,SAR,,0
,,true,자크로,https://mtg-kr.com/cardimage/poketcgS12a-241.png,서포트,,미보유,s12a -「VSTAR 유니버스」,S12a-241,SAR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_075.png,,,보유중,sv5M -「사이버저지」,SV5M-075,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_208.png,,,미보유,sm8b -「울트라샤이니」,SM8b-208,SSR,,0
,,,가라르 나이킹 V,https://mtg-kr.com/cardimage/poketcgS11-109.png,포켓몬,,보유중,s11 -「로스트어비스」,S11-109,SR,,0
,,true,스쿨보이,https://mtg-kr.com/cardimage/poketcgS7r-078.png,,,미보유,s7R -「창공스트림」,S7r-078,SR,,0
,,true,뽀삐,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_137.png,,,미보유,sv3 - 「흑염의 지배자」,SV3-137,SAR,,0
,,true,트로피우스,https://mtg-kr.com/cardimage/poketcgSV1a-074.png,,,보유중,sv1a -「트리플렛비트」,SV1a-074,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_082.png,,,미보유,sv4M -「미래의 일섬」,SV4M-082,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_099.png,서포트,,미보유,sv1S -「스칼렛 ex」,SV1S-099,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_332.png,,,미보유,sv4a -「샤이니트레저 ex」,SV4a-332,SSR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS12a-257.png,,,미보유,s12a -「VSTAR 유니버스」,S12a-257,SR,,0
,,true,로켓단의 비주기,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_121.png,포켓몬,,보유중,sv10 -「로켓단의 영광」,SV10-121,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_089.png,,,미보유,sv2P -「스노해저드」,SV2P-089,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_165.png,,,미보유,sv11W -「화이트플레어」,SV11W-165,SR,,0
,,true,다태우지네 V,https://mtg-kr.com/cardimage/poketcgS8b-218.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-218,CSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_081.png,,,보유중,sv5K -「와일드포스」,SV5K-081,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_091.png,,,미보유,sv9a -「열풍의 아레나」,SV9a-091,UR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-263.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-263,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-196.png,,,보유중,m2a -「메가드림」,M2a-196,AR,,0
,,,고라파덕,https://mtg-kr.com/cardimage/poketcgM2a-199.png,포켓몬,,보유중,m2a -「메가드림」,M2a-199,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgSV7a-079.png,,,미보유,sv7a -「낙원드래고나」,SV7a-079,SR,,0
,,true,절벼게,https://mtg-kr.com/cardimage/poketcgSV1S-088.png,포켓몬,,보유중,sv1S -「스칼렛 ex」,SV1S-088,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_090.png,,,미보유,sv3a -「레이징서프」,SV3a-090,UR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_162.png,,,미보유,sv11B -「블랙볼트」,SV11B-162,SR,,0
,,true,스이쿤 V,https://mtg-kr.com/cardimage/poketcgS12a-215.png,,,보유중,s12a -「VSTAR 유니버스」,S12a-215,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgMC-744.png,,,보유중,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-744,없음,,0
,,true,가라르의 동료들,https://mtg-kr.com/cardimage/poketcgS8b-255.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-255,SR,,0
,,true,카지,https://mtg-kr.com/cardimage/poketcgSV6-130.png,,,보유중,sv6 -「변환의 가면」,SV6-130,SAR,,0
,445,true,한카리아스 ex,https://mtg-kr.com/cardimage/poketcgSV3a-085.png,,,보유중,sv3a -「레이징서프」,SV3a-085,SAR,,0
,,true,제라오라 V,https://mtg-kr.com/cardimage/poketcgS8b-224.png,포켓몬,,보유중,s8b -「VMAX 클라이맥스」,S8b-224,CSR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_119.png,,,미보유,sv6 -「변환의 가면」,SV6-119,SR,,0
,,true,모으령,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_068.png,,,보유중,sv3a -「레이징서프」,SV3a-068,AR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_060.png,서포트,,미보유,sm6b -「챔피언로드」,SM6b-060,SR,,0
,,true,아세로라의 장난,https://mtg-kr.com/cardimage/poketcgM1S-091.png,,,미보유,m1S -「메가 심포니아」,M1S-091,SAR,,0
,,true,보만다 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_129.png,,,미보유,sv9 -「배틀파트너즈」,SV9-129,SAR,,0
,145,,썬더 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_204.png,포켓몬,,미보유,sv2a -「포켓몬 카드 151」,SV2a-204,SAR,,0
,,true,해골몽,https://mtg-kr.com/cardimage/poketcgSV6a-068.png,,,보유중,sv6a -「나이트원더러」,SV6a-068,AR,,0
,,true,코터스,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_050.png,,,미보유,sm11b -「드림리그」,SM11b-050,CHR,,0
,,true,로켓단의 니드킹 ex,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_126.png,포켓몬,,미보유,sv10 -「로켓단의 영광」,SV10-126,SAR,,0
,643,true,레시라무 GX,https://mtg-kr.com/cardimage/poketcgSM8b-211.png,포켓몬,,미보유,sm8b -「울트라샤이니」,SM8b-211,SSR,,0
,,true,비주기의 카리스마,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_207.png,,,미보유,sv2a -「포켓몬 카드 151」,SV2a-207,SAR,,0
,,true,박사의 연구,https://mtg-kr.com/cardimage/poketcgS8b-264.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-264,SR,,0
,,true,치릴리,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_091.png,,,보유중,sv11B -「블랙볼트」,SV11B-091,AR,,0
,,true,팔데아의 학생,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_346.png,서포트,,보유중,sv4a -「샤이니트레저 ex」,SV4a-346,SR,,0
,,true,비비용,https://mtg-kr.com/cardimage/poketcgSV8-107.png,,,보유중,sv8 -「초전브레이커」,SV8-107,AR,,0
,4,true,파이리,https://mtg-kr.com/cardimage/poketcgSV2a-168.png,,,보유중,sv2a -「포켓몬 카드 151」,SV2a-168,AR,,0
,,true,세이지,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_097.png,,,미보유,sv5M -「사이버저지」,SV5M-097,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgMC-756.png,,,미보유,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-756,없음,,0
,,true,,https://mtg-kr.com/cardimage/poketcgM2a-198.png,,,보유중,m2a -「메가드림」,M2a-198,AR,,0
,,,에브이 V,https://mtg-kr.com/cardimage/poketcgS6a-081.png,포켓몬,,보유중,s6a -「이브이 히어로즈」,S6a-081,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_125.png,,,보유중,sv11B -「블랙볼트」,SV11B-125,AR,,0
,,true,모야모,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_095.png,서포트,,미보유,sv2D -「클레이버스트」,SV2D-095,SAR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-200.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-200,CHR,,0
,,true,마릴,https://mtg-kr.com/cardimage/poketcgSV2P-073.png,,,보유중,sv2P -「스노해저드」,SV2P-073,AR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS8b-277.png,서포트,,미보유,s8b -「VMAX 클라이맥스」,S8b-277,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_082.png,,,미보유,sv3a -「레이징서프」,SV3a-082,SR,,0
,,true,,https://mtg-kr.com/cardimage/poketcgS10P-078.png,서포트,,미보유,s10P -「스페이스 저글러」,S10P-078,SR,,0
,,true,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_067.png,,,보유중,sv4M -「미래의 일섬」,SV4M-067,AR,,0
,,true,벨의 진심,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_096.png,,,미보유,sv5M -「사이버저지」,SV5M-096,SAR,,0
,,true,쉐이미,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_066.png,,,보유중,sv9a -「열풍의 아레나」,SV9a-066,AR,,0
,643,true,레시라무 V,https://mtg-kr.com/cardimage/poketcgS11a-076.png,포켓몬,,미보유,s11a -「백열의 아르카나」,S11a-076,SR,,0
,,true,님피아 ex,https://mtg-kr.com/cardimage/poketcgSV8a-212.png,,,보유중,sv8a -「테라스탈 페스타 ex」,SV8a-212,SAR,,0
,,true,암멍이,https://mtg-kr.com/cardimage/poketcgS8b-202.png,,,보유중,s8b -「VMAX 클라이맥스」,S8b-202,CHR,,0
,,true,수련의 돌봄,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5A/SV5A_093.png,,,미보유,sv5a -「크림슨헤이즈」,SV5a-093,SAR,,0
,,,떨구새,https://mtg-kr.com/cardimage/poketcgSV1V-089.png,포켓몬,,보유중,sv1V -「바이올렛 ex」,SV1V-089,AR,,0
