raw_database_id,series,cardNumber,isLegacy,imageUrl,rarity,cardName,type,pokedexNumber,price,status,possessions,createdAt
,m2a -「메가드림」,M2a-206,true,https://mtg-kr.com/cardimage/poketcgM2a-206.png,AR,,,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-064,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_064.png,AR,,,,0,보유중,,
,sv9 -「배틀파트너즈」,SV9-123,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_123.png,SR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-237,,https://mtg-kr.com/cardimage/poketcgS8b-237.png,CSR,가라르 썬더 V,포켓몬,145,0,미보유,,
,s9a -「배틀리전」,S9a-070,true,https://mtg-kr.com/cardimage/poketcgS9a-070.png,CHR,신비록,,,0,보유중,,
,s9a -「배틀리전」,S9a-068,true,https://mtg-kr.com/cardimage/poketcgS9a-068.png,CHR,로즈레이드,포켓몬,,0,보유중,,
,sv9 -「배틀파트너즈」,SV9-125,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_125.png,SAR,모야모의 찌리배리 ex,,,0,미보유,,
,s10P -「스페이스 저글러」,S10P-082,true,https://mtg-kr.com/cardimage/poketcgS10P-082.png,HR,,,,0,미보유,,
,s11a -「백열의 아르카나」,S11a-083,true,https://mtg-kr.com/cardimage/poketcgS11a-083.png,SR,윤진,,,0,미보유,,
,sm11b -「드림리그」,SM11b-064,true,https://mtg-kr.com/cardimage/poketcgSM11b-064.png,SR,레시라무&제크로무 GX,포켓몬,,0,보유중,[object Object],
,sv11W -「화이트플레어」,SV11W-140,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_140.png,AR,,,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-071,true,https://mtg-kr.com/cardimage/poketcgSV9a-071.png,AR,이슬의 고라파덕,포켓몬,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-110,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_110.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-179,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_179.png,S,,,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-080,true,https://mtg-kr.com/cardimage/poketcgSV1V-080.png,AR,들눈해,,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-067,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_067.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-229,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_229.png,SSR,블래키 GX,포켓몬,,0,미보유,,
,s7R -「창공스트림」,S7r-068,true,https://mtg-kr.com/cardimage/poketcgS7r-068.png,SR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-250,true,https://mtg-kr.com/cardimage/poketcgS12a-250.png,SR,히스이의 동료들,서포트,,0,보유중,,
,sv1a -「트리플렛비트」,SV1a-083,true,https://mtg-kr.com/cardimage/poketcgSV1a-083.png,AR,무우마직,포켓몬,,0,보유중,,
,s10a -「다크판타스마」,S10a-076,true,https://mtg-kr.com/cardimage/poketcgS10a-076.png,CHR,화강돌,,,0,보유중,,
,sv1S -「스칼렛 ex」,SV1S-101,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_101.png,SAR,가디안 ex,포켓몬,282,0,미보유,,
,sv3a -「레이징서프」,SV3a-069,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_069.png,AR,,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-152,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_152.png,AR,,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-240,,https://mtg-kr.com/cardimage/poketcgS8b-240.png,CSR,연격 우라오스 V,포켓몬,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-163,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_163.png,S,,,,0,미보유,,
,s6a -「이브이 히어로즈」,S6a-073,,https://mtg-kr.com/cardimage/poketcgS6a-073.png,SR,부스터 V,포켓몬,,0,보유중,,
,s6a -「이브이 히어로즈」,S6a-071,,https://mtg-kr.com/cardimage/poketcgS6a-071.png,SR,리피아 V,포켓몬,,0,보유중,,
,s10a -「다크판타스마」,S10a-099,true,https://mtg-kr.com/cardimage/poketcgS10a-099.png,,,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-076,true,https://mtg-kr.com/cardimage/poketcgSV4K-076.png,AR,모르페코,포켓몬,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-123,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_123.png,AR,,,,0,보유중,,
,m2a -「메가드림」,M2a-194,true,https://mtg-kr.com/cardimage/poketcgM2a-194.png,AR,,,,0,보유중,,
,m1S -「메가 심포니아」,M1S-083,true,https://mtg-kr.com/cardimage/poketcgM1S-083.png,SR,,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-074,true,https://mtg-kr.com/cardimage/poketcgM1S-074.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-100,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_100.png,AR,,,,0,보유중,,
,sv2P -「스노해저드」,SV2P-072,,https://mtg-kr.com/cardimage/poketcgSV2P-072.png,AR,그푸리,포켓몬,,0,보유중,,
,sv3a -「레이징서프」,SV3a-072,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_072.png,AR,,,,0,보유중,,
,s11a -「백열의 아르카나」,S11a-072,,https://mtg-kr.com/cardimage/poketcgS11a-072.png,CHR,가디안,포켓몬,282,0,보유중,,
,sv6 -「변환의 가면」,SV6-110,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_110.png,AR,,,,0,보유중,,
,sv4a -「샤이니트레저 ex」,SV4a-337,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_337.png,SSR,,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-092,true,https://mtg-kr.com/cardimage/poketcgM1S-092.png,MUR,메가가디안 ex,포켓몬,282,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-239,true,https://mtg-kr.com/cardimage/poketcgS12a-239.png,SAR,원규,서포트,,0,미보유,,
,s8a-P -「25주년 프로모팩」,S8a-P-21,true,%EC%8A%A4%ED%81%AC%EB%A6%B0%EC%83%B7_2025-11-15_013306.png,없음,제크로무,포켓몬,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-190,,https://mtg-kr.com/cardimage/poketcgS12a-190.png,AR,가라르 파이어,포켓몬,146,0,보유중,,
,s6a -「이브이 히어로즈」,S6a-072,,https://mtg-kr.com/cardimage/poketcgS6a-072.png,SR,부스터 V,포켓몬,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-084,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_084.png,SR,,,,0,미보유,,
,sv4a -「샤이니트레저 ex」,SV4a-326,true,https://mtg-kr.com/cardimage/poketcgSV4a-326.png,SSR,후딘 ex,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-223,true,https://mtg-kr.com/cardimage/poketcgS12a-223.png,SAR,테오키스 Vstar,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-211,true,https://mtg-kr.com/cardimage/poketcgS8b-211.png,CHR,캐스퐁,,,0,보유중,,
,sm12a -「TAG TEAM GX 태그올스타즈」,SM12a-190,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM12a/SM12a_190.png,SR,그린의 전략,서포트,,0,미보유,,
,sv10 -「로켓단의 영광」,SV10-100,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_100.png,AR,,,,0,보유중,,
,sv9 -「배틀파트너즈」,SV9-115,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_115.png,SR,릴리에의 삐삐 ex,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-193,true,https://mtg-kr.com/cardimage/poketcgS8b-193.png,CHR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-114,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_114.png,AR,,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-247,true,https://mtg-kr.com/cardimage/poketcgS12a-247.png,SR,신오의 동료들,서포트,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-233,true,https://mtg-kr.com/cardimage/poketcgS12a-233.png,SAR,레지기가스 Vstar,포켓몬,,0,미보유,,
,sv10 -「로켓단의 영광」,SV10-111,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_111.png,SR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-118,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_118.png,AR,,,,0,보유중,,
,sm11b -「드림리그」,SM11b-061,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_061.png,CHR,바랜드,포켓몬,,0,미보유,,
,sv3a -「레이징서프」,SV3a-084,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_084.png,SR,파라솔 아가씨,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-219,true,https://mtg-kr.com/cardimage/poketcgS12a-219.png,SAR,제라오라 Vmax,포켓몬,,0,보유중,,
,sv3 - 「흑염의 지배자」,SV3-136,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_136.png,SAR,피죤투 ex,포켓몬,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-069,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_069.png,AR,,,,0,보유중,,
,m2 -「인페르노X」,M2-109,true,https://mtg-kr.com/cardimage/poketcgM2-109.png,SR,,,,0,미보유,,
,s10a -「다크판타스마」,S10a-085,true,https://mtg-kr.com/cardimage/poketcgS10a-085.png,,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-159,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_159.png,SR,,,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-163,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_163.png,SR,,,,0,미보유,,
,sv4M -「미래의 일섬」,SV4M-090,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_090.png,SAR,파비코리 ex,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-126,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_126.png,AR,,,,0,보유중,,
,sv7a -「낙원드래고나」,SV7a-072,,https://mtg-kr.com/cardimage/poketcgSV7a-072.png,AR,때때무노,포켓몬,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-189,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_189.png,S,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-231,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_231.png,SSR,조로아크 GX,포켓몬,,0,보유중,,
,sv5M -「사이버저지」,SV5M-087,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_087.png,SR,,,,0,미보유,,
,sv9a -「열풍의 아레나」,SV9a-082,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_082.png,SR,,,,0,보유중,,
,sv4a -「샤이니트레저 ex」,SV4a-353,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_353.png,SAR,모야모,서포트,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-093,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_093.png,SR,,,,0,미보유,,
,sv7 -「스텔라미라클」,SV7-107,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV7/SV7_107.png,AR,,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-202,true,https://mtg-kr.com/cardimage/poketcgS12a-202.png,AR,파비코,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-255,true,https://mtg-kr.com/cardimage/poketcgS12a-255.png,SR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-224,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_224.png,SSR,,,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-108,true,https://mtg-kr.com/cardimage/poketcgSV1S-108.png,UR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-176,,https://mtg-kr.com/cardimage/poketcgS12a-176.png,AR,춤추새,포켓몬,741,0,보유중,,
,m2 -「인페르노X」,M2-097,true,https://mtg-kr.com/cardimage/poketcgM2-097.png,SR,,,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-173,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_173.png,S,,,,0,미보유,,
,sv4M -「미래의 일섬」,SV4M-085,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_085.png,SR,,,,0,미보유,,
,sv6a -「나이트원더러」,SV6a-078,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6A/SV6A_078.png,SR,,,,0,미보유,,
,m1S -「메가 심포니아」,M1S-064,true,https://mtg-kr.com/cardimage/poketcgM1S-064.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-181,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_181.png,S,,,,0,미보유,,
,sv4a -「샤이니트레저 ex」,SV4a-345,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_345.png,SR,팔데아의 학생,서포트,,0,보유중,,
,s9 -「스타버스」,S9-117,true,https://mtg-kr.com/cardimage/poketcgS9-117.png,HR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-242,,https://mtg-kr.com/cardimage/poketcgS8b-242.png,CSR,가라르 파이어 V,포켓몬,146,0,미보유,,
,sm11b -「드림리그」,SM11b-054,,https://mtg-kr.com/cardimage/poketcgSM11b-054.png,CHR,피카츄,포켓몬,0025,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-225,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_225.png,SSR,지가르데 GX,포켓몬,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-259,true,https://mtg-kr.com/cardimage/poketcgS12a-259.png,UR,오리진 펄기아 Vstar,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-187,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_187.png,S,,,,0,미보유,,
,sm10b -「스카이레전드」,SM10b-055,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM10B/SM10B_055.png,SR,,포켓몬,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-192,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_192.png,SR,,,,0,미보유,,
,sm6a -「드래곤스톰」,SM6a-058,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_058.png,SR,,서포트,,0,보유중,,
,sv5K -「와일드포스」,SV5K-079,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_079.png,AR,,,,0,보유중,,
,sv11W -「화이트플레어」,SV11W-135,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_135.png,AR,,,,0,보유중,,
,m1S -「메가 심포니아」,M1S-087,true,https://mtg-kr.com/cardimage/poketcgM1S-087.png,SAR,메가가디안 ex,포켓몬,282,0,미보유,,
,sv11B -「블랙볼트」,SV11B-105,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_105.png,AR,,,,0,보유중,,
,s11 -「로스트어비스」,S11-103,true,https://mtg-kr.com/cardimage/poketcgS11-103.png,SR,,,,0,미보유,,
,sm6a -「드래곤스톰」,SM6a-054,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6A/SM6A_054.png,SR,,포켓몬,,0,미보유,,
,s9 -「스타버스」,S9-127,true,https://mtg-kr.com/cardimage/poketcgS9-127.png,UR,,,,0,미보유,,
,sv8a -「테라스탈 페스타 ex」,SV8a-198,true,https://mtg-kr.com/cardimage/poketcgSV8a-198.png,SR,팔데아의 동료들,,,0,미보유,,
,s8a-P -「25주년 프로모팩」,S8a-P-20,,https://k-tcgpanda.com/cardimg/S/S8a-P/%EB%A0%88%EC%8B%9C%EB%9D%BC%EB%AC%B4_S8a-P_016_KOR.jpg,없음,레시라무,포켓몬,,0,보유중,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-757,true,https://mtg-kr.com/cardimage/poketcgMC-757.png,없음,,,,0,미보유,,
,sv2P -「스노해저드」,SV2P-092,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_092.png,SAR,총지엔 ex,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-201,true,https://mtg-kr.com/cardimage/poketcgS8b-201.png,CHR,,,,0,보유중,,
,sv1S -「스칼렛 ex」,SV1S-103,true,https://mtg-kr.com/cardimage/poketcgSV1S-103.png,SAR,코라이돈 ex,,,0,보유중,,
,m1L -「메가 브레이브」,M1L-073,true,https://mtg-kr.com/cardimage/poketcgM1L-073.png,AR,,,,0,보유중,,
,PROMO,SV-P-163,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV-P/SV-P_163.png,PROMO,리자몽ex,포켓몬,,0,보유중,,
,sv5K -「와일드포스」,SV5K-098,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_098.png,UR,,,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-199,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_199.png,SR,이수재의 전송,,,0,미보유,,
,sv4a -「샤이니트레저 ex」,SV4a-342,true,https://mtg-kr.com/cardimage/poketcgSV4a-342.png,SR,네르케,서포트,,0,보유중,,
,sv3 - 「흑염의 지배자」,SV3-129,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_129.png,SR,,,,0,미보유,,
,sv4K -「고대의 포효」,SV4K-088,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4K/SV4K_088.png,SAR,갑주무사 ex,포켓몬,,0,미보유,,
,s10P -「스페이스 저글러」,S10P-079,true,https://mtg-kr.com/cardimage/poketcgS10P-079.png,SR,주혜,서포트,,0,미보유,,
,sv1V -「바이올렛 ex」,SV1V-094,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1V/SV1V_094.png,SR,,,,0,보유중,,
,sv8a -「테라스탈 페스타 ex」,SV8a-205,true,https://mtg-kr.com/cardimage/poketcgSV8a-205.png,SAR,샤미드 ex,,,0,보유중,,
,s12a -「VSTAR 유니버스」,S12a-241,true,https://mtg-kr.com/cardimage/poketcgS12a-241.png,SAR,자크로,서포트,,0,미보유,,
,sv5M -「사이버저지」,SV5M-075,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_075.png,AR,,,,0,보유중,,
,sm8b -「울트라샤이니」,SM8b-208,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM8B/SM8B_208.png,SSR,,,,0,미보유,,
,s11 -「로스트어비스」,S11-109,,https://mtg-kr.com/cardimage/poketcgS11-109.png,SR,가라르 나이킹 V,포켓몬,,0,보유중,,
,s7R -「창공스트림」,S7r-078,true,https://mtg-kr.com/cardimage/poketcgS7r-078.png,SR,스쿨보이,,,0,미보유,,
,sv3 - 「흑염의 지배자」,SV3-137,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3/SV3_137.png,SAR,뽀삐,,,0,미보유,,
,sv1a -「트리플렛비트」,SV1a-074,true,https://mtg-kr.com/cardimage/poketcgSV1a-074.png,AR,트로피우스,,,0,보유중,,
,sv4M -「미래의 일섬」,SV4M-082,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4M/SV4M_082.png,SR,,,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-099,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV1S/SV1S_099.png,SR,,서포트,,0,미보유,,
,sv4a -「샤이니트레저 ex」,SV4a-332,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_332.png,SSR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-257,true,https://mtg-kr.com/cardimage/poketcgS12a-257.png,SR,,,,0,미보유,,
,sv10 -「로켓단의 영광」,SV10-121,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_121.png,SR,로켓단의 비주기,포켓몬,,0,보유중,,
,sv2P -「스노해저드」,SV2P-089,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2P/SV2P_089.png,SR,,,,0,미보유,,
,sv11W -「화이트플레어」,SV11W-165,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11W/SV11W_165.png,SR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-218,true,https://mtg-kr.com/cardimage/poketcgS8b-218.png,CSR,다태우지네 V,,,0,보유중,,
,sv5K -「와일드포스」,SV5K-081,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5K/SV5K_081.png,AR,,,,0,보유중,,
,sv9a -「열풍의 아레나」,SV9a-091,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9A/SV9A_091.png,UR,,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-263,true,https://mtg-kr.com/cardimage/poketcgS8b-263.png,SR,,서포트,,0,미보유,,
,m2a -「메가드림」,M2a-196,true,https://mtg-kr.com/cardimage/poketcgM2a-196.png,AR,,,,0,보유중,,
,m2a -「메가드림」,M2a-199,,https://mtg-kr.com/cardimage/poketcgM2a-199.png,AR,고라파덕,포켓몬,,0,보유중,,
,sv7a -「낙원드래고나」,SV7a-079,true,https://mtg-kr.com/cardimage/poketcgSV7a-079.png,SR,,,,0,미보유,,
,sv1S -「스칼렛 ex」,SV1S-088,true,https://mtg-kr.com/cardimage/poketcgSV1S-088.png,AR,절벼게,포켓몬,,0,보유중,,
,sv3a -「레이징서프」,SV3a-090,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_090.png,UR,,,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-162,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_162.png,SR,,,,0,미보유,,
,s12a -「VSTAR 유니버스」,S12a-215,true,https://mtg-kr.com/cardimage/poketcgS12a-215.png,SAR,스이쿤 V,,,0,보유중,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-744,true,https://mtg-kr.com/cardimage/poketcgMC-744.png,없음,,,,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-255,true,https://mtg-kr.com/cardimage/poketcgS8b-255.png,SR,가라르의 동료들,서포트,,0,미보유,,
,sv6 -「변환의 가면」,SV6-130,true,https://mtg-kr.com/cardimage/poketcgSV6-130.png,SAR,카지,,,0,보유중,,
,sv3a -「레이징서프」,SV3a-085,true,https://mtg-kr.com/cardimage/poketcgSV3a-085.png,SAR,한카리아스 ex,,445,0,보유중,,
,s8b -「VMAX 클라이맥스」,S8b-224,true,https://mtg-kr.com/cardimage/poketcgS8b-224.png,CSR,제라오라 V,포켓몬,,0,보유중,,
,sv6 -「변환의 가면」,SV6-119,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV6/SV6_119.png,SR,,,,0,미보유,,
,sv3a -「레이징서프」,SV3a-068,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV3A/SV3A_068.png,AR,모으령,,,0,보유중,,
,sm6b -「챔피언로드」,SM6b-060,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM6B/SM6B_060.png,SR,,서포트,,0,미보유,,
,m1S -「메가 심포니아」,M1S-091,true,https://mtg-kr.com/cardimage/poketcgM1S-091.png,SAR,아세로라의 장난,,,0,미보유,,
,sv9 -「배틀파트너즈」,SV9-129,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV9/SV9_129.png,SAR,보만다 ex,,,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-204,,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_204.png,SAR,썬더 ex,포켓몬,145,0,미보유,,
,sv6a -「나이트원더러」,SV6a-068,true,https://mtg-kr.com/cardimage/poketcgSV6a-068.png,AR,해골몽,,,0,보유중,,
,sm11b -「드림리그」,SM11b-050,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SM/SM11B/SM11B_050.png,CHR,코터스,,,0,미보유,,
,sv10 -「로켓단의 영광」,SV10-126,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV10/SV10_126.png,SAR,로켓단의 니드킹 ex,포켓몬,,0,미보유,,
,sm8b -「울트라샤이니」,SM8b-211,true,https://mtg-kr.com/cardimage/poketcgSM8b-211.png,SSR,레시라무 GX,포켓몬,643,0,미보유,,
,sv2a -「포켓몬 카드 151」,SV2a-207,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2A/SV2A_207.png,SAR,비주기의 카리스마,,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-264,true,https://mtg-kr.com/cardimage/poketcgS8b-264.png,SR,박사의 연구,서포트,,0,미보유,,
,sv11B -「블랙볼트」,SV11B-091,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_091.png,AR,치릴리,,,0,보유중,,
,sv4a -「샤이니트레저 ex」,SV4a-346,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV4A/SV4A_346.png,SR,팔데아의 학생,서포트,,0,보유중,,
,sv8 -「초전브레이커」,SV8-107,true,https://mtg-kr.com/cardimage/poketcgSV8-107.png,AR,비비용,,,0,보유중,,
,sv2a -「포켓몬 카드 151」,SV2a-168,true,https://mtg-kr.com/cardimage/poketcgSV2a-168.png,AR,파이리,,4,0,보유중,,
,sv5M -「사이버저지」,SV5M-097,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV5M/SV5M_097.png,SAR,세이지,,,0,미보유,,
,MC - MEGA「스타트 덱 100 배틀컬렉션」,MC-756,true,https://mtg-kr.com/cardimage/poketcgMC-756.png,없음,,,,0,미보유,,
,m2a -「메가드림」,M2a-198,true,https://mtg-kr.com/cardimage/poketcgM2a-198.png,AR,,,,0,보유중,,
,s6a -「이브이 히어로즈」,S6a-081,,https://mtg-kr.com/cardimage/poketcgS6a-081.png,SR,에브이 V,포켓몬,,0,보유중,,
,sv11B -「블랙볼트」,SV11B-125,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV11B/SV11B_125.png,AR,,,,0,보유중,,
,sv2D -「클레이버스트」,SV2D-095,true,https://cards.image.pokemonkorea.co.kr/data/wmimages/SV/SV2D/SV2D_095.png,SAR,모야모,서포트,,0,미보유,,
,s8b -「VMAX 클라이맥스」,S8b-200,true,https://mtg-kr.com/cardimage/poketcgS8b-200.png,CHR,,,,0,보유중,,
